,Date,Day,counts,type,country
1764,9/7/2014,169,,Deaths,Spain
1765,9/5/2014,167,,Deaths,Spain
1766,8/31/2014,162,,Deaths,Spain
1767,8/26/2014,157,,Deaths,Spain
1768,8/20/2014,151,,Deaths,Spain
1769,8/18/2014,149,,Deaths,Spain
1770,8/16/2014,147,,Deaths,Spain
1771,8/13/2014,144,,Deaths,Spain
1772,8/11/2014,142,,Deaths,Spain
1773,8/9/2014,140,,Deaths,Spain
1774,8/6/2014,137,,Deaths,Spain
1775,8/4/2014,135,,Deaths,Spain
1776,8/1/2014,132,,Deaths,Spain
1777,7/30/2014,129,,Deaths,Spain
1778,7/27/2014,126,,Deaths,Spain
1779,7/23/2014,123,,Deaths,Spain
1780,7/20/2014,120,,Deaths,Spain
1781,7/17/2014,117,,Deaths,Spain
1782,7/14/2014,114,,Deaths,Spain
1783,7/12/2014,112,,Deaths,Spain
1784,7/8/2014,108,,Deaths,Spain
1785,7/6/2014,106,,Deaths,Spain
1786,7/2/2014,102,,Deaths,Spain
1787,6/30/2014,100,,Deaths,Spain
1788,6/22/2014,92,,Deaths,Spain
1789,6/20/2014,90,,Deaths,Spain
1790,6/19/2014,89,,Deaths,Spain
1791,6/18/2014,88,,Deaths,Spain
1792,6/17/2014,87,,Deaths,Spain
1793,6/16/2014,86,,Deaths,Spain
1794,6/10/2014,80,,Deaths,Spain
1795,6/5/2014,75,,Deaths,Spain
1796,6/3/2014,73,,Deaths,Spain
1797,6/1/2014,71,,Deaths,Spain
1798,5/28/2014,67,,Deaths,Spain
1799,5/27/2014,66,,Deaths,Spain
1800,5/23/2014,62,,Deaths,Spain
1801,5/12/2014,51,,Deaths,Spain
1802,5/10/2014,49,,Deaths,Spain
1803,5/7/2014,46,,Deaths,Spain
1804,5/5/2014,44,,Deaths,Spain
1805,5/3/2014,42,,Deaths,Spain
1806,5/1/2014,40,,Deaths,Spain
1807,4/26/2014,35,,Deaths,Spain
1808,4/24/2014,33,,Deaths,Spain
1809,4/23/2014,32,,Deaths,Spain
1810,4/22/2014,31,,Deaths,Spain
1811,4/21/2014,30,,Deaths,Spain
1812,4/20/2014,29,,Deaths,Spain
1813,4/17/2014,26,,Deaths,Spain
1814,4/16/2014,25,,Deaths,Spain
1815,4/15/2014,24,,Deaths,Spain
1816,4/14/2014,23,,Deaths,Spain
1817,4/11/2014,20,,Deaths,Spain
1818,4/9/2014,18,,Deaths,Spain
1819,4/7/2014,16,,Deaths,Spain
1820,4/4/2014,13,,Deaths,Spain
1821,4/1/2014,10,,Deaths,Spain
1822,3/31/2014,9,,Deaths,Spain
1823,3/29/2014,7,,Deaths,Spain
1824,3/28/2014,6,,Deaths,Spain
1825,3/27/2014,5,,Deaths,Spain
1826,3/26/2014,4,,Deaths,Spain
1827,3/25/2014,3,,Deaths,Spain
1828,3/24/2014,2,,Deaths,Spain
1829,3/22/2014,0,,Deaths,Spain
1830,1/5/2015,289,,Deaths,Mali
1831,1/4/2015,288,,Deaths,Mali
1832,1/3/2015,287,,Deaths,Mali
1833,1/2/2015,286,,Deaths,Mali
1834,12/31/2014,284,,Deaths,Mali
1835,12/28/2014,281,,Deaths,Mali
1836,12/27/2014,280,,Deaths,Mali
1837,12/24/2014,277,,Deaths,Mali
1838,12/21/2014,273,,Deaths,Mali
1839,12/20/2014,272,,Deaths,Mali
1840,12/18/2014,271,,Deaths,Mali
1841,12/14/2014,267,,Deaths,Mali
1842,12/9/2014,262,,Deaths,Mali
1843,12/7/2014,260,6.0,Deaths,Mali
1844,12/3/2014,256,,Deaths,Mali
1845,11/30/2014,253,6.0,Deaths,Mali
1846,11/28/2014,251,,Deaths,Mali
1847,11/23/2014,246,6.0,Deaths,Mali
1848,11/22/2014,245,,Deaths,Mali
1849,11/18/2014,241,6.0,Deaths,Mali
1850,11/16/2014,239,5.0,Deaths,Mali
1851,11/15/2014,238,,Deaths,Mali
1852,11/11/2014,234,3.0,Deaths,Mali
1853,11/10/2014,233,,Deaths,Mali
1854,11/9/2014,232,1.0,Deaths,Mali
1855,11/8/2014,231,,Deaths,Mali
1856,11/4/2014,227,1.0,Deaths,Mali
1857,11/3/2014,226,,Deaths,Mali
1858,11/2/2014,225,1.0,Deaths,Mali
1859,10/31/2014,222,,Deaths,Mali
1860,10/29/2014,220,1.0,Deaths,Mali
1861,10/27/2014,218,1.0,Deaths,Mali
1862,10/25/2014,216,,Deaths,Mali
1863,10/22/2014,214,1.0,Deaths,Mali
1864,10/21/2014,213,,Deaths,Mali
1865,10/19/2014,211,,Deaths,Mali
1866,10/18/2014,210,,Deaths,Mali
1867,10/14/2014,206,,Deaths,Mali
1868,10/13/2014,205,,Deaths,Mali
1869,10/12/2014,204,,Deaths,Mali
1870,10/11/2014,203,,Deaths,Mali
1871,10/8/2014,200,,Deaths,Mali
1872,10/7/2014,199,,Deaths,Mali
1873,10/5/2014,197,,Deaths,Mali
1874,10/4/2014,196,,Deaths,Mali
1875,10/1/2014,193,,Deaths,Mali
1876,9/28/2014,190,,Deaths,Mali
1877,9/23/2014,185,,Deaths,Mali
1878,9/21/2014,183,,Deaths,Mali
1879,9/20/2014,182,,Deaths,Mali
1880,9/19/2014,181,,Deaths,Mali
1881,9/17/2014,179,,Deaths,Mali
1882,9/14/2014,176,,Deaths,Mali
1883,9/13/2014,175,,Deaths,Mali
1884,9/10/2014,172,,Deaths,Mali
1885,9/9/2014,171,,Deaths,Mali
1886,9/7/2014,169,,Deaths,Mali
1887,9/5/2014,167,,Deaths,Mali
1888,8/31/2014,162,,Deaths,Mali
1889,8/26/2014,157,,Deaths,Mali
1890,8/20/2014,151,,Deaths,Mali
1891,8/18/2014,149,,Deaths,Mali
1892,8/16/2014,147,,Deaths,Mali
1893,8/13/2014,144,,Deaths,Mali
1894,8/11/2014,142,,Deaths,Mali
1895,8/9/2014,140,,Deaths,Mali
1896,8/6/2014,137,,Deaths,Mali
1897,8/4/2014,135,,Deaths,Mali
1898,8/1/2014,132,,Deaths,Mali
1899,7/30/2014,129,,Deaths,Mali
1900,7/27/2014,126,,Deaths,Mali
1901,7/23/2014,123,,Deaths,Mali
1902,7/20/2014,120,,Deaths,Mali
1903,7/17/2014,117,,Deaths,Mali
1904,7/14/2014,114,,Deaths,Mali
1905,7/12/2014,112,,Deaths,Mali
1906,7/8/2014,108,,Deaths,Mali
1907,7/6/2014,106,,Deaths,Mali
1908,7/2/2014,102,,Deaths,Mali
1909,6/30/2014,100,,Deaths,Mali
1910,6/22/2014,92,,Deaths,Mali
1911,6/20/2014,90,,Deaths,Mali
1912,6/19/2014,89,,Deaths,Mali
1913,6/18/2014,88,,Deaths,Mali
1914,6/17/2014,87,,Deaths,Mali
1915,6/16/2014,86,,Deaths,Mali
1916,6/10/2014,80,,Deaths,Mali
1917,6/5/2014,75,,Deaths,Mali
1918,6/3/2014,73,,Deaths,Mali
1919,6/1/2014,71,,Deaths,Mali
1920,5/28/2014,67,,Deaths,Mali
1921,5/27/2014,66,,Deaths,Mali
1922,5/23/2014,62,,Deaths,Mali
1923,5/12/2014,51,,Deaths,Mali
1924,5/10/2014,49,,Deaths,Mali
1925,5/7/2014,46,,Deaths,Mali
1926,5/5/2014,44,,Deaths,Mali
1927,5/3/2014,42,,Deaths,Mali
1928,5/1/2014,40,,Deaths,Mali
1929,4/26/2014,35,,Deaths,Mali
1930,4/24/2014,33,,Deaths,Mali
1931,4/23/2014,32,,Deaths,Mali
1932,4/22/2014,31,,Deaths,Mali
1933,4/21/2014,30,,Deaths,Mali
1934,4/20/2014,29,,Deaths,Mali
1935,4/17/2014,26,,Deaths,Mali
1936,4/16/2014,25,,Deaths,Mali
1937,4/15/2014,24,,Deaths,Mali
1938,4/14/2014,23,,Deaths,Mali
1939,4/11/2014,20,,Deaths,Mali
1940,4/9/2014,18,,Deaths,Mali
1941,4/7/2014,16,,Deaths,Mali
1942,4/4/2014,13,,Deaths,Mali
1943,4/1/2014,10,,Deaths,Mali
1944,3/31/2014,9,,Deaths,Mali
1945,3/29/2014,7,,Deaths,Mali
1946,3/28/2014,6,,Deaths,Mali
1947,3/27/2014,5,,Deaths,Mali
1948,3/26/2014,4,,Deaths,Mali
1949,3/25/2014,3,,Deaths,Mali
1950,3/24/2014,2,,Deaths,Mali
1951,3/22/2014,0,,Deaths,Mali
